epoch,train_acc,train_loss,val_acc,val_loss,time,logits
1,0.8373949579831933,0.44596564671000083,0.8790206433029285,0.3235924217315231,10.938077688217163,none
2,0.8831332533013205,0.3118099802789711,0.9071051368218915,0.24784143129564853,10.40433120727539,none
3,0.8959783913565427,0.272204030325719,0.9111857897263562,0.24612752390033743,10.22289752960205,none
4,0.9012605042016807,0.261860824828925,0.9123859817570812,0.23192377757608346,10.27423620223999,none
5,0.9067827130852341,0.2499900142685706,0.9044647143542967,0.26207583421949465,10.661340475082397,none
6,0.9125450180072029,0.23306931646860518,0.9107057129140662,0.2637332359787597,15.451361656188965,none
7,0.915906362545018,0.23083511557863826,0.9231877100336053,0.2049677544168366,14.696896314620972,none
8,0.9172869147659064,0.22252013982057858,0.9174267882861258,0.23046163389789218,10.34611201286316,none
9,0.9191476590636255,0.2169111525490075,0.9272683629380701,0.20130259590514052,10.279907703399658,none
10,0.9220888355342137,0.21100789231627212,0.9272683629380701,0.18542766650451015,10.161758184432983,none
11,0.922749099639856,0.2048229878511177,0.8924627940470475,0.30920228747310285,9.994967937469482,none
12,0.925030012004802,0.20293606010233226,0.928948631781085,0.1913278187717661,10.070273876190186,none
13,0.9250900360144058,0.20058611531396445,0.9315890542486798,0.18494731418527324,10.110722541809082,none
14,0.9271308523409364,0.19552718125113777,0.8929428708593375,0.29223844911894203,10.022611379623413,none
15,0.924969987995198,0.19565207615119068,0.8886221795487278,0.3276413413362897,9.402207374572754,none
16,0.9276710684273709,0.19466458549555324,0.9299087854056649,0.17641133988885083,8.242413759231567,none
17,0.93031212484994,0.18222656754993735,0.9330292846855497,0.173683167469656,10.093563318252563,none
18,0.9316326530612244,0.17985474951878316,0.9318290926548247,0.16701487820922784,10.737741708755493,none
19,0.9297118847539015,0.1805638887569541,0.9188670187229957,0.20829770923290353,10.621763944625854,none
20,0.9315726290516206,0.176121663701545,0.9167066730676908,0.20420285005639277,9.183375358581543,none
21,0.9304921968787515,0.1844113110431603,0.9320691310609698,0.1764891568179664,7.888798236846924,none
22,0.934093637454982,0.17157308936190635,0.9363898223715794,0.165969792358216,9.289103746414185,none
23,0.9288715486194478,0.18199420554154203,0.9270283245319251,0.18519297721462644,10.076633214950562,none
24,0.9348139255702281,0.1717541286639091,0.9301488238118099,0.17682642932843545,10.377900123596191,none
25,0.9355342136854742,0.16490219304470025,0.9330292846855497,0.16308793843336192,10.467649936676025,none
26,0.9365546218487395,0.164397602271633,0.9347095535285646,0.16775963881441566,9.850990056991577,none
27,0.9372148859543817,0.16369366205396915,0.9236677868458953,0.2109722754686885,9.931168794631958,none
28,0.9370948379351741,0.1610808160500366,0.942870859337494,0.1490855394034104,9.919141054153442,none
29,0.935234093637455,0.16476746279509272,0.9327892462794047,0.17336797375863294,9.702574729919434,none
30,0.9383553421368548,0.1623475645323332,0.9332693230916946,0.16563215926182254,9.552812099456787,none
31,0.9385354141656662,0.15827398155273653,0.9330292846855497,0.17773125713590068,9.177959442138672,none
32,0.9402761104441777,0.156543212184081,0.942630820931349,0.15449537741368172,7.866307497024536,none
33,0.9403361344537815,0.15436775542500497,0.9339894383101296,0.15587130705081553,8.117790222167969,none
34,0.940516206482593,0.15265658337528967,0.9342294767162747,0.15719778811450882,9.967572927474976,none
35,0.9422569027611044,0.1477722158326822,0.9299087854056649,0.1789739513219805,10.252660512924194,none
36,0.9408763505402161,0.14837561954899567,0.9409505520883341,0.15332937435896649,10.39021897315979,none
37,0.9405762304921969,0.14899333884753957,0.9414306289006241,0.14646170841305517,10.208805799484253,none
38,0.944297719087635,0.14458130853874485,0.9407105136821892,0.15738763791820606,8.084659576416016,none
39,0.9454381752701081,0.1429035143971461,0.9404704752760442,0.14494242524863205,9.895998239517212,none
40,0.9399159663865546,0.148478727055197,0.9397503600576093,0.14738710245374184,8.48372769355774,none
